name,index year,overall score,property rights,government integrity,judicial effectiveness,tax burden,government spending,fiscal health,business freedom,labor freedom,monetary freedom,trade freedom,investment freedom,financial freedom,HDI Rank (2017),Country,year,hdi_value,iso3c,date,iso2c,NY.GDP.PCAP.PP.CD,NY.GNP.PCAP.KD.ZG,NY.GNP.PCAP.PP.CD,SI.POV.GINI,SP.POP.TOTL,country,hdi,efree,population,gni_per_cap,gni_per_cap_percent,gdp,gini,gdp_z,gini_z,hdi_z,efree_z,gni_z,gdp_01,hdi_01,efree_01,gini_01,gdp_log01,gni_01,first_gini_year,last_gini_year,years_of_gini,first_gini_value,last_gini_value,gini_change,gini_change_by_year,avg_gini,gini_category,first_efree_year,last_efree_year,years_of_efree,first_efree_value,last_efree_value,efree_change,efree_change_by_year,avg_efree
Germany,2017,73.8,82.9,77.7,79.5,61.9,41.4,89.9,86.6,42.8,85.9,87,80,70,5,Germany,2017,0.936,DEU,2017,DE,50638.8909636504,NA,51680,NA,82695000,Germany,0.936,73.8,82695000,51680,NA,50638.8909636504,NA,2.302431363462306,NA,1.5688442207143438,1.390863923991854,2.367703400308335,0.5370596362001986,0.9757489300998575,0.7886178861788616,NA,0.8846018697409164,0.5685600177501664,2000,2015,15,28.8,31.7,2.8999999999999986,0.19333333333333325,30.622222222222224,less equal,2000,2017,17,65.7,73.8,8.099999999999994,0.47647058823529376,70.98333333333333
Ghana,2017,56.2,51.6,35.5,40.9,84.5,76.3,9.2,59.6,57.4,64.5,65.1,70,60,140,Ghana,2017,0.592,GHA,2017,GH,4641.32337864925,5.31855449768453,4490,NA,28833629,Ghana,0.592,56.2,28833629,4490,5.31855449768453,4641.32337864925,NA,-0.6126271380076714,NA,-0.3915580626544504,-0.3211321109117407,-0.6111974231192673,0.044897932991447134,0.48502139800285304,0.5501355013550134,NA,0.4380613472405185,0.045041047259818064,2005,2012,7,42.8,42.4,-0.3999999999999986,-0.05714285714285694,42.599999999999994,more equal,2000,2017,17,58.1,56.2,-1.8999999999999986,-0.11176470588235286,59.077777777777776
Greece,2017,55,52.5,41.3,56.1,61.1,5.4,58.1,74.3,51,78.2,82,60,40,31,Greece,2017,0.87,GRC,2017,GR,27601.9049244747,NA,27620,NA,10760421,Greece,0.87,55,10760421,27620,NA,27601.9049244747,NA,0.8424810763596922,NA,1.1927205268121912,-0.43785911329153154,0.8488995475499517,0.29057003074693105,0.8815977175463624,0.5338753387533874,NA,0.7712093306289073,0.30164189039272243,2003,2015,12,32.8,36,3.200000000000003,0.2666666666666669,34.63846153846154,less equal,2000,2017,17,61,55,-6,-0.35294117647058826,58.46111111111111
Guatemala,2017,63,45,27.5,27.8,79.2,94.8,93.5,58.7,48.2,79.4,87,65,50,127,Guatemala,2017,0.65,GTM,2017,GT,8150.26220433995,1.2187367500581,8000,NA,16913503,Guatemala,0.65,63,16913503,8000,1.2187367500581,8150.26220433995,NA,-0.39025098874574526,NA,-0.061025119528316296,0.34032090257373904,-0.38962628749242084,0.08244264240930727,0.5677603423680457,0.6422764227642275,NA,0.5432723579667913,0.08398047481695141,2000,2014,14,54.2,48.3,-5.900000000000006,-0.4214285714285718,52.36666666666667,more equal,2000,2017,17,64.3,63,-1.2999999999999972,-0.07647058823529396,61.227777777777774
Guinea,2017,47.6,15.6,27.5,13.1,69.1,78.4,34.2,55.8,54.8,71.1,61.2,50,40,175,Guinea,2017,0.459,GIN,2017,GN,2194.53003627828,11.4630957593079,2180,NA,12717176,Guinea,0.459,47.6,12717176,2180,11.4630957593079,2194.53003627828,NA,-0.7676906795925185,NA,-1.149504294305757,-1.1576756279669067,-0.757017743147192,0.018717896915500357,0.2952924393723253,0.43360433604336035,NA,0.29809812017022536,0.019414244508542268,2002,2012,10,43,33.7,-9.299999999999997,-0.9299999999999997,38.7,more equal,2000,2017,17,58.2,47.6,-10.600000000000001,-0.623529411764706,53.37222222222222
Haiti,2017,49.6,12.6,19.1,25.1,80.3,81,51.8,49.4,62.1,73.8,70.6,40,30,168,Haiti,2017,0.498,HTI,2017,HT,1814.94323596972,-0.949066284661939,1830,NA,10981229,Haiti,0.498,49.6,10981229,1830,-0.949066284661939,1814.94323596972,NA,-0.7917466848854171,NA,-0.9272493842726671,-0.963130624000589,-0.7791117310302108,0.01465641940779974,0.3509272467902996,0.4607046070460704,NA,0.2626110497890905,0.015531395606833814,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,45.7,49.6,3.8999999999999986,0.22941176470588226,49.65555555555556
Honduras,2017,58.8,45,32.2,38.2,83.3,74.7,64.1,56.9,31.2,77.3,78.4,65,60,133,Honduras,2017,0.617,HND,2017,HN,4986.23135972887,2.91206276931221,4630,NA,9265067,Honduras,0.617,58.8,9265067,4630,2.91206276931221,4986.23135972887,NA,-0.5907688747285749,NA,-0.2490869664793926,-0.0682236057555283,-0.6023598279660597,0.048588356384048216,0.5206847360912982,0.5853658536585364,NA,0.4514555521615585,0.04659418682050144,2001,2016,15,55.2,50,-5.200000000000003,-0.34666666666666685,54.66875,more equal,2000,2017,17,57.6,58.8,1.1999999999999957,0.0705882352941174,57.97222222222222
Hungary,2017,65.8,60.1,41.5,51.8,79.3,25.3,79.3,64,64.4,91.7,87,75,70,45,Hungary,2017,0.838,HUN,2017,HU,28107.8918014399,NA,26960,NA,9781127,Hungary,0.838,65.8,9781127,26960,NA,28107.8918014399,NA,0.8745475838897687,NA,1.0103575237081173,0.6126839081265835,0.8072365989705447,0.29598395535736355,0.8359486447931527,0.6802168021680215,NA,0.7746037337154832,0.2943199467495008,2004,2015,11,29.9,30.4,0.5,0.045454545454545456,29.791666666666668,less equal,2000,2017,17,64.4,65.8,1.3999999999999915,0.08235294117647009,65.58888888888889
India,2017,52.6,55.4,44.3,44.4,77.2,77.4,11,52.8,41.6,75,72.6,40,40,130,India,2017,0.64,IND,2017,IN,7055.5548301901,NA,7060,NA,1339180127,India,0.64,52.6,1339180127,7060,NA,7055.5548301901,NA,-0.45962717981803053,NA,-0.11801355799833943,-0.6713131180511126,-0.44896442637824296,0.07072956552146652,0.5534950071326676,0.5013550135501355,NA,0.51632078769909,0.07355225205236299,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,47.4,52.6,5.200000000000003,0.30588235294117666,53.13333333333333
Indonesia,2017,61.9,48.3,44.7,39.3,83.6,89.9,90.1,49.1,48.9,74,80.5,35,60,116,Indonesia,2017,0.694,IDN,2017,ID,12283.6154277128,3.9268891542535602,11900,NA,263991379,Indonesia,0.694,61.9,263991379,11900,3.9268891542535602,12283.6154277128,NA,-0.12830308397653134,NA,0.18972400973978482,0.23332115039226417,-0.14343613679592476,0.1266684193184737,0.630527817403709,0.627371273712737,NA,0.6199249065951117,0.12724650543598845,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,55.2,61.9,6.699999999999996,0.3941176470588233,55.42777777777778
Iraq,2017,NA,37.3,19.1,15.9,NA,36.1,11.3,61.2,68,76.9,NA,NA,NA,120,Iraq,2017,0.685,IRQ,2017,IQ,17196.7810400953,NA,17010,NA,38274618,Iraq,0.685,NA,38274618,17010,NA,17196.7810400953,NA,0.1830647978367606,NA,0.13843441511676463,NA,0.17913608629615085,0.17923798077339986,0.6176890156918688,NA,NA,0.6827946912788851,0.1839360994009319,2006,2012,6,28.6,29.5,0.8999999999999986,0.14999999999999977,29.05,less equal,2000,2002,2,17.2,15.6,-1.5999999999999996,-0.7999999999999998,16.666666666666664
Israel,2017,69.7,71.9,47.6,82,61,50.5,71.8,69.9,64.3,84.9,88,75,70,22,Israel,2017,0.903,ISR,2017,IL,38261.6751243767,NA,37910,NA,8712400,Israel,0.903,69.7,8712400,37910,NA,38261.6751243767,NA,1.518035358388144,NA,1.3807823737632676,0.9920466658609034,1.4984627913107067,0.4046267283690979,0.92867332382311,0.7330623306233062,NA,0.8322307134329534,0.41579764810295095,2001,2012,11,38.9,41.4,2.5,0.22727272727272727,41.12,less equal,2000,2017,17,65.5,69.7,4.200000000000003,0.24705882352941194,66.58333333333333
Italy,2017,62.5,74.6,44.7,55.4,54.9,22.3,66.9,69.8,52.9,86.9,87,85,50,28,Italy,2017,0.88,ITA,2017,IT,39426.9407967799,NA,39640,NA,60551416,Italy,0.88,62.5,60551416,39640,NA,39426.9407967799,NA,1.591883124327787,NA,1.2497089652822144,0.2916846515821596,1.6076702171324857,0.41709476022667064,0.8958630527817404,0.63550135501355,NA,0.8378365951744446,0.4349900155313956,2003,2015,12,34.9,35.4,0.5,0.041666666666666664,34.4,less equal,2000,2017,17,61.9,62.5,0.6000000000000014,0.035294117647058906,62.18888888888889
Japan,2017,69.6,89.4,86.1,73.8,68.5,52.3,9.5,82.3,77.5,83,82.6,70,60,19,Japan,2017,0.909,JPN,2017,JP,43278.9893282136,NA,44850,NA,126785797,Japan,0.909,69.6,126785797,44850,NA,43278.9893282136,NA,1.8360035726293247,NA,1.4149754368452814,0.9823194156625867,1.936555008191138,0.45831065197072396,0.9372325249643367,0.7317073170731705,NA,0.8552551940750147,0.49278899489682715,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,70.7,69.6,-1.1000000000000085,-0.06470588235294168,70.93333333333334
Jordan,2017,66.7,60.1,49.8,49.5,91.3,73.3,55.5,63.9,58.1,86.7,82,70,60,95,Jordan,2017,0.735,JOR,2017,JO,9153.35242029193,-0.377421502642918,9110,NA,9702353,Jordan,0.735,66.7,9702353,9110,-0.377421502642918,9153.35242029193,NA,-0.32668096069266067,NA,0.42337660746687966,0.700229159911427,-0.3195567830634181,0.09317544014350618,0.6890156918687589,0.6924119241192411,NA,0.5649610891820822,0.09629465276236965,2002,2010,8,37,33.7,-3.299999999999997,-0.41249999999999964,34.3,more equal,2000,2017,17,67.5,66.7,-0.7999999999999972,-0.0470588235294116,67.03333333333333
Kazakhstan,2017,69,56.1,38,56.5,93.3,85.7,98.9,74.5,82.5,73.9,78.5,40,50,58,Kazakhstan,2017,0.8,KAZ,2017,KZ,26409.5411810254,NA,23440,NA,18037646,Kazakhstan,0.8,69,18037646,23440,NA,26409.5411810254,NA,0.7669159921677221,NA,0.7938014575220299,0.923955914472692,0.5850342065470405,0.27781205675763415,0.7817403708987162,0.7235772357723576,NA,0.7629577468185065,0.25526958065231864,2001,2015,14,36,26.9,-9.100000000000001,-0.6500000000000001,30.586666666666666,more equal,2000,2017,17,50.4,69,18.6,1.0941176470588236,58.93333333333334
Kenya,2017,53.5,45.1,24.7,42.7,78.5,77.9,14.4,50,62.4,73.8,67.2,55,50,142,Kenya,2017,0.59,KEN,2017,KE,3285.91040891751,2.14991959119627,3250,NA,49699862,Kenya,0.59,53.5,49699862,3250,2.14991959119627,3285.91040891751,NA,-0.6985253345398628,NA,-0.40295575034845504,-0.5837678662662698,-0.6894732659048199,0.03039537577466233,0.48216833095577744,0.5135501355013549,NA,0.37352854455492757,0.03128466829376526,2005,2015,10,46.5,40.8,-5.700000000000003,-0.5700000000000003,43.65,more equal,2000,2017,17,59.7,53.5,-6.200000000000003,-0.3647058823529413,57.72222222222222
Kyrgyz Republic,2017,61.1,50.9,30.3,17.2,93.7,55.2,78.9,73.7,79.8,68.5,75.3,60,50,NA,NA,2017,NA,KGZ,2017,KG,3725.5410226732,4.55980475908832,3620,NA,6201500,Kyrgyz Republic,NA,61.1,6201500,3620,4.55980475908832,3725.5410226732,NA,-0.6706641013177634,NA,NA,0.1555031488057374,-0.6661167644284857,0.03509930606942998,NA,0.616531165311653,NA,0.3969921045455664,0.035389394275571334,2003,2016,13,28.7,26.8,-1.8999999999999986,-0.14615384615384605,30.392857142857142,more equal,2003,2017,14,56.8,61.1,4.300000000000004,0.30714285714285744,60.053333333333335
Lebanon,2017,53.3,43.8,23.3,25.3,91.8,76.1,0,51.5,49.5,78.4,84.4,65,50,80,Lebanon,2017,0.757,LBN,2017,LB,14675.6443527348,2.81883440688347,14690,NA,6082357,Lebanon,0.757,53.3,6082357,14690,2.81883440688347,14675.6443527348,NA,0.023289807120631573,NA,0.5487511721009305,-0.6032223666629019,0.03268450947156858,0.1522624907373134,0.7203994293865906,0.5108401084010838,NA,0.6531713990977674,0.15819835810960728,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2017,4,59.5,53.3,-6.200000000000003,-1.5500000000000007,58.199999999999996
Libya,2017,NA,6.8,26.7,22.6,95,0,11.4,65,52.5,69.2,80,NA,NA,108,Libya,2017,0.706,LBY,2017,LY,19631.2994400096,NA,19940,NA,6374616,Libya,0.706,NA,6374616,19940,NA,19631.2994400096,NA,0.3373504249091229,NA,0.2581101359038126,NA,0.36409432771685174,0.20528667823942776,0.6476462196861626,NA,NA,0.7075353679232086,0.2164410916352341,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2012,12,34.7,35.9,1.1999999999999957,0.09999999999999964,36.16153846153846
Madagascar,2017,57.4,34.8,25,21.4,91,93.2,79.8,43.3,43.8,73.3,78,55,50,161,Madagascar,2017,0.519,MDG,2017,MG,1555.04479850822,NA,1510,NA,25570895,Madagascar,0.519,57.4,25570895,1510,NA,1555.04479850822,NA,-0.808217537354754,NA,-0.8075736634856187,-0.2044051085319505,-0.7993119485232566,0.011875575455432694,0.3808844507845935,0.5663956639566394,NA,0.23373203657636518,0.0119813623252718,2001,2012,11,47.4,42.6,-4.799999999999997,-0.4363636363636361,43.075,more equal,2000,2017,17,54.4,57.4,3,0.17647058823529413,60.516666666666666
Malawi,2017,52.2,36,31.3,44.2,79.1,69.8,33.5,45.3,56.9,54.7,70.5,55,50,171,Malawi,2017,0.477,MWI,2017,MW,1202.19712561895,1.0977079269573,1180,NA,18622104,Malawi,0.477,52.2,18622104,1180,1.0977079269573,1202.19712561895,NA,-0.8305789721562579,NA,-1.0469251050597157,-0.710222118844376,-0.8201434228129602,0.008100199478398337,0.3209700427960057,0.4959349593495934,NA,0.18564323743118338,0.008320390503660971,2004,2010,6,39.9,45.5,5.600000000000001,0.9333333333333336,42.7,less equal,2000,2017,17,57.4,52.2,-5.199999999999996,-0.3058823529411762,54.522222222222226
Malaysia,2017,73.8,85.3,51.8,67.3,85.3,78.7,76.5,90.8,73.1,85.3,81.2,60,50,57,Malaysia,2017,0.802,MYS,2017,MY,29431.4694498167,4.56297006373623,28650,NA,31624264,Malaysia,0.802,73.8,31624264,28650,4.56297006373623,29431.4694498167,NA,0.9584282427773607,NA,0.8051991452160345,1.390863923991854,0.913918997605693,0.3101458831277914,0.7845934379457918,0.7886178861788616,NA,0.7832018793690917,0.3130685600177502,2004,2015,11,46.1,41,-5.100000000000001,-0.4636363636363638,43.983333333333334,more equal,2000,2017,17,66,73.8,7.799999999999997,0.4588235294117645,65.13333333333333
Mali,2017,58.6,36.7,34.3,33.8,69.4,88,87.8,44.2,51.1,83,70.1,65,40,182,Mali,2017,0.427,MLI,2017,ML,2211.41520634085,2.72381325417719,2160,NA,18541980,Mali,0.427,58.6,18541980,2160,2.72381325417719,2211.41520634085,NA,-0.7666205956484337,NA,-1.3318672974098311,-0.08767810615215965,-0.7582802567405073,0.018898563731014176,0.24964336661911554,0.5826558265582655,NA,0.29953034850533444,0.019192367428444643,2001,2009,8,39.9,33,-6.899999999999999,-0.8624999999999998,37.266666666666666,more equal,2000,2017,17,60.3,58.6,-1.6999999999999957,-0.09999999999999976,56.95
Mexico,2017,63.6,58.1,30,38.7,74.9,76.7,66.8,70.7,57.9,78.8,80,70,60,74,Mexico,2017,0.774,MEX,2017,MX,18258.0962109248,1.934043890664,17840,NA,129163276,Mexico,0.774,63.6,129163276,17840,1.934043890664,18258.0962109248,NA,0.2503247851338806,NA,0.6456315174999698,0.39868440376363445,0.23153040041873849,0.19059376999315544,0.7446504992867333,0.6504065040650405,NA,0.6939849968548302,0.19314399822498335,2000,2016,16,51.4,43.4,-8,-0.5,46.98,more equal,2000,2017,17,59.3,63.6,4.300000000000004,0.2529411764705885,65.13888888888889
Morocco,2017,61.5,55,37.1,41.9,71.7,69.4,55,67.7,33.8,82.7,84,70,70,123,Morocco,2017,0.667,MAR,2017,MA,8217.45679634706,2.67298095557851,8060,NA,35739580,Morocco,0.667,61.5,35739580,8060,2.67298095557851,8217.45679634706,NA,-0.38599258603083725,NA,0.03585522587072301,0.1944121495990008,-0.38583874671247476,0.08316160661948042,0.5920114122681884,0.621951219512195,NA,0.5448065947556957,0.08464610605724429,2000,2013,13,40.6,39.5,-1.1000000000000014,-0.08461538461538473,40.266666666666666,more equal,2000,2017,17,63.2,61.5,-1.7000000000000028,-0.10000000000000017,58.544444444444444
Mozambique,2017,49.9,40.6,30.9,32.4,73.2,58.2,22.7,58.8,41,79.9,76.7,35,50,180,Mozambique,2017,0.437,MOZ,2017,MZ,1247.27556267179,-0.509564561501634,1200,NA,29668834,Mozambique,0.437,49.9,29668834,1200,-0.509564561501634,1247.27556267179,NA,-0.8277221628060454,NA,-1.274878858939808,-0.9339488734056417,-0.8188809092196447,0.008582526730093026,0.2639087018544936,0.46476964769647683,NA,0.1925216635461331,0.008542267583758598,2002,2014,12,47,54,7,0.5833333333333334,48.86666666666667,less equal,2000,2017,17,52.2,49.9,-2.3000000000000043,-0.13529411764705906,55.27777777777778
Nepal,2017,55.1,37.3,26.7,32,84.9,89.5,98.4,64.6,47.6,72.2,68.1,10,30,149,Nepal,2017,0.574,NPL,2017,NP,2681.84383783511,5.85018073346318,2710,NA,29304998,Nepal,0.574,55.1,29304998,2710,5.85018073346318,2681.84383783511,NA,-0.7368075630562627,NA,-0.49413725190049207,-0.42813186309321555,-0.7235611329243348,0.023932024600146595,0.45934379457917257,0.535230352303523,NA,0.33557017683447715,0.025293987131129354,2003,2010,7,43.8,32.8,-11,-1.5714285714285714,38.3,more equal,2000,2017,17,51.3,55.1,3.8000000000000043,0.22352941176470614,51.97222222222222
Netherlands,2017,75.8,87.4,85.7,69.9,53.2,37,83,80.2,70.5,85.8,87,90,80,10,Netherlands,2017,0.931,NLD,2017,NL,52503.2682694591,NA,52200,NA,17132854,Netherlands,0.931,75.8,17132854,52200,NA,52503.2682694591,NA,2.4205847615784597,NA,1.5403500014793323,1.5854089279581716,2.4005287537345343,0.557007976045668,0.9686162624821685,0.8157181571815716,NA,0.8913578549014125,0.5743288218327047,2004,2015,11,29.8,28.2,-1.6000000000000014,-0.1454545454545456,28.633333333333333,more equal,2000,2017,17,70.4,75.8,5.3999999999999915,0.3176470588235289,74.47777777777777
Nicaragua,2017,59.2,31.1,27.4,15.9,77.2,80.8,96.1,59,55.6,71.2,81,65,50,124,Nicaragua,2017,0.658,NIC,2017,NI,5842.17188056692,0.237176044423833,5680,NA,6217581,Nicaragua,0.658,59.2,6217581,5680,0.237176044423833,5842.17188056692,NA,-0.5365243391363232,NA,-0.015434368752297797,-0.029314604962264224,-0.5360778643170031,0.057746691633027876,0.5791726105563482,0.5907859078590785,NA,0.481058158059589,0.058242733525626804,2001,2014,13,52.9,46.2,-6.699999999999996,-0.5153846153846151,47.95,more equal,2000,2017,17,56.9,59.2,2.3000000000000043,0.13529411764705906,59.72222222222222
Niger,2017,50.8,33.8,35,22.6,76.3,73.4,38.5,39.1,46.1,83.3,66.4,55,40,189,Niger,2017,0.354,NER,2017,NE,1016.61362646734,0.93044899247225,990,NA,21477348,Niger,0.354,50.8,21477348,990,0.93044899247225,1016.61362646734,NA,-0.8423401757445721,NA,-1.7478828982409995,-0.8464036216207989,-0.8321373019494561,0.006114505542276391,0.1455064194008559,0.47696476964769635,NA,0.15431191542806721,0.006212558242733526,2005,2014,9,44.4,34.3,-10.100000000000001,-1.1222222222222225,36.875,more equal,2000,2017,17,45.9,50.8,4.899999999999999,0.288235294117647,52.69444444444444
Nigeria,2017,57.1,35.3,12.2,33.2,85.2,95.2,87.2,48.9,73.9,71.3,62.3,40,40,157,Nigeria,2017,0.532,NGA,2017,NG,5860.84705984962,NA,5680,NA,190886311,Nigeria,0.532,57.1,190886311,5680,NA,5860.84705984962,NA,-0.5353408148111747,NA,-0.7334886934745886,-0.2335868591268979,-0.5360778643170031,0.05794651106970825,0.39942938659058497,0.562330623306233,NA,0.48165452152835997,0.058242733525626804,2003,2009,6,40.1,43,2.8999999999999986,0.4833333333333331,41.55,less equal,2000,2017,17,53.1,57.1,4,0.23529411764705882,53.58888888888889
Norway,2017,74,86.7,88.3,83.3,55.6,38.5,98.4,89.5,48.8,75.8,87.7,75,60,1,Norway,2017,0.953,NOR,2017,NO,61414.2813695652,NA,63980,NA,5282223,Norway,0.953,74,5282223,63980,NA,61414.2813695652,NA,2.985312982177779,NA,1.6657245661133826,1.410318424388486,3.1441492601972842,0.6523534391847621,1,0.7913279132791327,NA,0.9206511615018296,0.7050144220102064,2012,2015,3,25.7,27.5,1.8000000000000007,0.6000000000000002,26.6,less equal,2012,2017,5,68.8,74,5.200000000000003,1.0400000000000005,71.13333333333333
Pakistan,2017,52.8,36.4,30.5,34.1,78.9,87.3,30.8,61.2,37.8,74.8,67.2,55,40,150,Pakistan,2017,0.562,PAK,2017,PK,5527.37767354726,3.03090419644276,5830,NA,197015955,Pakistan,0.562,52.8,197015955,5830,3.03090419644276,5527.37767354726,NA,-0.5564741664329601,NA,-0.5625233780645191,-0.6518586176544813,-0.5266090123671379,0.05437847758995393,0.4422253922967191,0.5040650406504064,NA,0.4707082074433032,0.059906811626359,2001,2015,14,30.4,33.5,3.1000000000000014,0.22142857142857153,31.5125,less equal,2000,2017,17,56.4,52.8,-3.6000000000000014,-0.21176470588235302,55.483333333333334
Papua New Guinea,2017,50.9,37.7,32.7,54,67.8,64.5,16.7,59.8,67.4,69.8,85.4,25,30,153,Papua New Guinea,2017,0.544,PNG,2017,PG,4197.31135797986,NA,4040,NA,8251162,Papua New Guinea,0.544,50.9,8251162,4040,NA,4197.31135797986,NA,-0.640766039335776,NA,-0.6651025673105608,-0.8366763714224829,-0.639603978968863,0.04014712281145268,0.4165477888730386,0.47831978319783186,NA,0.41927168124084996,0.04004881295762148,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,55.8,50.9,-4.899999999999999,-0.288235294117647,53.85454545454545
Paraguay,2017,62.4,38.2,32.6,23.3,96.2,83,95.1,62.4,28.5,78.3,76.6,75,60,110,Paraguay,2017,0.702,PRY,2017,PY,9690.77465479985,-0.517296331025648,9180,NA,6811297,Paraguay,0.702,62.4,6811297,9180,-0.517296331025648,9690.77465479985,NA,-0.2926222628998638,NA,0.23531476051580333,0.2819574013838436,-0.3151379854868143,0.09892571469419609,0.6419400855920114,0.6341463414634145,NA,0.5756221687391262,0.09707122254271133,2001,2016,15,54.6,47.9,-6.700000000000003,-0.4466666666666669,51.33125,more equal,2000,2017,17,64,62.4,-1.6000000000000014,-0.09411764705882361,60.03333333333333
Peru,2017,68.9,58.3,38.8,28.2,80.3,85.1,98.4,69.4,62.8,83.3,87.1,75,60,89,Peru,2017,0.75,PER,2017,PE,13434.1256048198,1.3279931043769,12890,NA,32165485,Peru,0.75,68.9,32165485,12890,1.3279931043769,13434.1256048198,NA,-0.05539043557168196,NA,0.5088592651719144,0.9142286642743767,-0.08094171392681422,0.1389785713124374,0.710413694721826,0.7222222222222222,NA,0.6366547320147181,0.13822942090082094,2000,2016,16,49.4,43.8,-5.600000000000001,-0.3500000000000001,47.96470588235294,more equal,2000,2017,17,68.7,68.9,0.20000000000000284,0.011764705882353108,66.1
Philippines,2017,65.6,49.2,38.7,37.1,78.9,89.4,97.2,62.6,57.2,80.6,76.4,60,60,113,Philippines,2017,0.699,PHL,2017,PH,8342.80447943066,4.86396462252223,10030,NA,104918090,Philippines,0.699,65.6,104918090,10030,4.86396462252223,8342.80447943066,NA,-0.3780487783819397,NA,0.2182182289747964,0.5932294077299514,-0.26148115777091135,0.08450279339170905,0.6376604850213979,0.6775067750677505,NA,0.547635388039712,0.10650099844686044,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,62.5,65.6,3.0999999999999943,0.18235294117647025,59.06111111111111
Poland,2017,68.3,60.8,55.5,58,76,46.9,76.1,67.8,61.5,84.7,87,75,70,33,Poland,2017,0.865,POL,2017,PL,29026.1664206836,4.67229057980391,27920,NA,37975841,Poland,0.865,68.3,37975841,27920,4.67229057980391,29026.1664206836,NA,0.9327424923610443,NA,1.1642263075771797,0.8558651630844805,0.8678372514496822,0.30580924883152794,0.8744650499286734,0.714092140921409,NA,0.7806107484744648,0.3049700465941868,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,60,68.3,8.299999999999997,0.4882352941176469,63.08888888888889
Portugal,2017,62.6,73.3,59,68.9,59.8,25.1,32.1,86.4,43.4,85.9,87,70,60,41,Portugal,2017,0.847,PRT,2017,PT,31672.7130872356,NA,30980,NA,10293718,Portugal,0.847,62.6,10293718,30980,NA,31672.7130872356,NA,1.1004652386913325,NA,1.061647118331138,0.3014119017804756,1.061001831226933,0.3341265921915799,0.8487874465049929,0.6368563685636855,NA,0.7969156473149194,0.3389172398491236,2003,2015,12,38.7,35.5,-3.200000000000003,-0.2666666666666669,36.753846153846155,more equal,2000,2017,17,65.5,62.6,-2.8999999999999986,-0.17058823529411757,64.21111111111111
Romania,2017,69.7,63.9,45.9,58.5,87.4,65.3,90.9,65.9,62.5,83.6,87,75,50,52,Romania,2017,0.811,ROU,2017,RO,25840.8363689606,7.52790877109541,25150,NA,19586539,Romania,0.811,69.7,19586539,25150,7.52790877109541,25840.8363689606,NA,0.7308747864197696,NA,0.8564887398390554,0.9920466658609034,0.6929791187755042,0.27172706697178095,0.7974322396576321,0.7330623306233062,NA,0.7588899578666769,0.2742400710006656,2006,2015,9,39.6,35.9,-3.700000000000003,-0.4111111111111114,36.58,more equal,2000,2017,17,52.1,69.7,17.6,1.035294117647059,59.644444444444446
Rwanda,2017,67.6,64.4,45.9,68.8,79.8,77.3,83.3,59,81.8,80,70.3,60,40,158,Rwanda,2017,0.524,RWA,2017,RW,2035.65406842779,3.8662629432573,1990,NA,12208407,Rwanda,0.524,67.6,12208407,1990,3.8662629432573,2035.65406842779,NA,-0.7777593150677747,NA,-0.779079444250607,0.787774411696269,-0.7690116222836878,0.017017966440008584,0.3880171184022825,0.7046070460704605,NA,0.2840555352372719,0.01730641224761482,2000,2013,13,48.5,45.1,-3.3999999999999986,-0.26153846153846144,48.2,more equal,2000,2017,17,42.3,67.6,25.299999999999997,1.4882352941176469,56.416666666666664
Saudi Arabia,2017,64.4,62,45.9,65,99.7,54.5,65.7,73.8,68.5,70.1,78.2,40,50,39,Saudi Arabia,2017,0.853,SAU,2017,SA,53844.7362426309,-3.21269816131337,54770,NA,32938213,Saudi Arabia,0.853,64.4,32938213,54770,-3.21269816131337,53844.7362426309,NA,2.505599205275245,NA,1.095840181413152,0.4765024053501619,2.5627617504755587,0.5713613255191194,0.8573466476462197,0.6612466124661246,NA,0.8960721611365229,0.6028400266252496,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,66.5,64.4,-2.0999999999999943,-0.12352941176470555,63.083333333333336
Senegal,2017,55.9,44,42.1,39.3,70.9,74.3,51.8,50.8,38.9,86,73.1,60,40,164,Senegal,2017,0.505,SEN,2017,SN,2712.33745504005,3.77648010469349,2620,NA,15850567,Senegal,0.505,55.9,15850567,2620,3.77648010469349,2712.33745504005,NA,-0.7348750548228749,NA,-0.887357477343651,-0.35031386150668875,-0.7292424440942539,0.02425829817000103,0.36091298145506423,0.546070460704607,NA,0.3376828476043866,0.024295540270690037,2001,2011,10,41.2,40.3,-0.9000000000000057,-0.09000000000000057,40.233333333333334,more equal,2000,2017,17,58.9,55.9,-3,-0.17647058823529413,57.13333333333333
